misalignment_index,cam_roll_deg,cam_pitch_deg,cam_yaw_deg,yaw_index,car_roll_deg,car_pitch_deg,car_yaw_deg,weighted_rmse
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,23,0.0,-0.0,-65.0,0.0008681810455170728
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,24,0.0,-0.0,-60.00000000000001,0.000864181502754431
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,25,0.0,-0.0,-55.00000000000002,0.0008603758514869283
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,26,0.0,-0.0,-49.99999999999999,0.0008569225636719036
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,27,0.0,-0.0,-45.00000000000001,0.0008539891996272069
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,28,0.0,-0.0,-40.000000000000014,0.0008517429948664705
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,29,0.0,-0.0,-35.000000000000014,0.0008503373736654903
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,30,0.0,-0.0,-29.999999999999993,0.000849897722773265
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,31,0.0,-0.0,-24.999999999999996,0.0008505039461151566
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,32,0.0,-0.0,-20.0,0.0008521762893917645
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,33,0.0,-0.0,-15.000000000000009,0.0008548660587545787
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,34,0.0,-0.0,-10.000000000000014,0.000858455335491595
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,35,0.0,-0.0,-4.999999999999995,0.0008627658889092336
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,36,0.0,-0.0,0.0,0.000867576681671406
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,37,0.0,-0.0,4.999999999999995,0.0008726563940962082
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,38,0.0,-0.0,9.999999999999988,0.000877788160657599
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,39,0.0,-0.0,15.000000000000009,0.0008827561592129023
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,40,0.0,-0.0,20.0,0.0008873649614460297
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,41,0.0,-0.0,24.999999999999996,0.0008914514472611231
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,42,0.0,-0.0,29.999999999999993,0.0008948918076466378
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,43,0.0,-0.0,34.99999999999999,0.0008976051789830875
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,44,0.0,-0.0,40.000000000000014,0.0008995534707285388
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,45,0.0,-0.0,45.00000000000001,0.0009007376059610793
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,46,0.0,-0.0,49.99999999999999,0.0009011915457922096
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,47,0.0,-0.0,54.99999999999999,0.0009009735131108138
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,48,0.0,-0.0,59.999999999999986,0.0009001568359663655
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,49,0.0,-0.0,64.99999999999997,0.0008988214027791172
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,50,0.0,-0.0,69.99999999999997,0.0008970454582570179
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,51,0.0,-0.0,75.00000000000001,0.0008948996839056221
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,52,0.0,-0.0,80.00000000000001,0.0008924423008792521
0,-0.5,-0.4999999999999999,-3.8826608787250196e-19,53,0.0,-0.0,85.0,0.0008897146728063494
